x,intensity
64.104946,0.00000000
64.087101,0.00638819
64.069679,0.00000000
64.050650,0.00000000
64.032836,0.00000000
64.013862,0.00477493
63.996409,0.00000000
63.979389,0.00000000
63.960756,0.00000000
63.943298,0.00761172
63.924785,0.00024141
63.906598,0.01141859
63.888053,0.00000000
63.871422,0.01054966
63.852813,0.00000000
63.834526,0.00288171
63.815110,0.01565912
63.797240,0.00000000
63.779588,0.00000000
63.762651,0.00476230
63.743728,0.00000000
63.725365,0.00000000
63.708554,0.00000000
63.689228,0.00000000
63.671664,0.00000000
63.653924,0.00410616
63.634472,0.00000000
63.616603,0.00000000
63.599218,0.00937976
63.580839,0.01521525
63.563639,0.00000000
63.546129,0.00624441
63.526963,0.00605764
63.508651,0.00215992
63.490922,0.00000000
63.473405,0.00839959
63.454164,0.00000000
63.436454,0.00000000
63.417935,0.00000000
63.401493,0.00648987
63.383438,0.00000000
63.364187,0.00000000
63.347041,0.00156763
63.327090,0.00820625
63.310623,0.00790512
63.291295,0.00000000
63.273199,0.00000000
63.256440,0.00000000
63.238286,0.00000000
63.219044,0.01236102
63.200654,0.00003482
63.184139,0.00000000
63.164533,0.00742967
63.148301,0.00000000
63.128419,0.00000000
63.110594,0.00460934
63.094035,0.00000000
63.074716,0.00000000
63.056870,0.00000000
63.039268,0.01073966
63.021326,0.00000000
63.002177,0.00000000
62.985128,0.00000000
62.965682,0.00540902
62.948720,0.00754197
62.930864,0.00000000
62.913304,0.00000000
62.895694,0.00120640
62.876620,0.00463508
62.857918,0.00990396
62.839653,0.01359916
62.821517,0.00901795
62.805174,0.00000000
62.785486,0.00000000
62.767644,0.00283032
62.751036,0.00000000
62.731124,0.01551739
62.714747,0.00790480
62.695650,0.00414334
62.676582,0.00050376
62.659107,0.01728185
62.642684,0.00000000
62.624213,0.00000000
62.605659,0.00000000
62.587819,0.00000000
62.570371,0.01341724
62.552030,0.00093551
62.532339,0.00397976
62.514300,0.00356536
62.496758,0.00000000
62.479034,0.00626031
62.459813,0.01090080
62.443193,0.00000000
62.423961,0.00958142
62.405702,0.01433344
62.389288,0.00836782
62.369984,0.00000000
62.351962,0.01210398
62.334976,0.00000000
62.316189,0.00000000
62.297579,0.00568747
62.281174,0.00000000
62.263160,0.00000000
62.243653,0.00000000
62.225483,0.00000000
62.208356,0.00123258
62.190301,0.00533047
62.171552,0.01490846
62.153409,0.00000000
62.135397,0.01463611
62.117552,0.00000000
62.100725,0.00000000
62.081651,0.00914792
62.063749,0.00000000
62.046277,0.00000000
62.027558,0.00174257
62.010140,0.00951706
61.990792,0.00000000
61.972101,0.00813692
61.955479,0.01173590
61.937379,0.00000000
61.919158,0.00000000
61.901041,0.00709996
61.881999,0.01851392
61.864395,0.00000000
61.846788,0.01145596
61.828739,0.00000000
61.810268,0.00000000
61.792404,0.01135005
61.774140,0.00635012
61.756590,0.00000000
61.738606,0.00000000
61.720358,0.00000000
61.702933,0.00000000
61.684843,0.00613657
61.666311,0.00695735
61.647961,0.01092246
61.630647,0.00000000
61.610976,0.00000000
61.594653,0.01172890
