x,intensity
450.000000,-0.00000000
449.935699,-0.00000000
449.871398,-0.00000000
449.807097,-0.00000000
449.742796,-0.00000000
449.678495,-0.00000000
449.614194,-0.00000000
449.549893,-0.00000000
449.485592,-0.00000000
449.421291,-0.00000000
449.356990,-0.00000000
449.292689,-0.00000000
449.228388,-0.00000000
449.164087,-0.00000000
449.099786,-0.00000000
449.035485,-0.00000000
448.971184,-0.00000000
448.906883,-0.00000000
448.842582,-0.00000000
448.778281,-0.00000000
448.713980,-0.00000000
448.649678,-0.00000000
448.585377,-0.00000000
448.521076,-0.00000000
448.456775,-0.00000000
448.392474,-0.00000000
448.328173,-0.00000000
448.263872,-0.00000000
448.199571,-0.00000000
448.135270,-0.00000000
448.070969,-0.00000000
448.006668,-0.00000000
447.942367,-0.00000000
447.878066,-0.00000000
447.813765,-0.00000000
447.749464,-0.00000000
447.685163,-0.00000000
447.620862,-0.00000000
447.556561,-0.00000000
447.492260,-0.00000000
447.427959,-0.00000000
447.363658,-0.00000000
447.299357,-0.00000000
447.235056,-0.00000000
447.170755,-0.00000000
447.106454,-0.00000000
447.042153,-0.00000000
446.977852,-0.00000000
446.913551,-0.00000000
446.849250,-0.00000000
446.784949,-0.00000000
446.720648,-0.00000000
446.656347,-0.00000000
446.592046,-0.00000000
446.527745,-0.00000000
446.463444,-0.00000000
446.399143,-0.00000000
446.334842,-0.00000000
446.270541,-0.00000000
446.206240,-0.00000000
446.141939,-0.00000000
446.077638,-0.00000000
446.013337,-0.00000000
445.949035,-0.00000000
445.884734,-0.00000000
445.820433,-0.00000000
445.756132,-0.00000000
445.691831,-0.00000000
445.627530,-0.00000000
445.563229,-0.00000000
445.498928,-0.00000000
445.434627,-0.00000000
445.370326,-0.00000000
445.306025,-0.00000000
445.241724,-0.00000000
445.177423,-0.00000000
445.113122,-0.00000000
445.048821,-0.00000000
444.984520,-0.00000000
444.920219,-0.00000000
444.855918,-0.00000000
444.791617,-0.00000000
444.727316,-0.00000000
444.663015,-0.00000000
444.598714,-0.00000000
444.534413,-0.00000000
444.470112,-0.00000000
444.405811,-0.00000000
444.341510,-0.00000000
444.277209,-0.00000000
444.212908,-0.00000000
444.148607,-0.00000000
444.084306,-0.00000000
444.020005,-0.00000000
443.955704,-0.00000000
443.891403,-0.00000000
443.827102,-0.00000000
443.762801,-0.00000000
443.698500,-0.00000000
443.634199,-0.00000000
443.569898,-0.00000000
443.505597,-0.00000000
443.441296,-0.00000000
443.376995,-0.00000000
443.312693,-0.00000000
443.248392,-0.00000000
443.184091,-0.00000000
443.119790,-0.00000000
443.055489,-0.00000000
442.991188,-0.00000000
442.926887,-0.00000000
442.862586,-0.00000000
442.798285,-0.00000000
442.733984,-0.00000000
442.669683,-0.00000000
442.605382,-0.00000000
442.541081,-0.00000000
442.476780,-0.00000000
442.412479,-0.00000000
442.348178,-0.00000000
442.283877,-0.00000000
442.219576,-0.00000000
442.155275,-0.00000000
442.090974,-0.00000000
442.026673,-0.00000000
441.962372,-0.00000000
441.898071,-0.00000000
441.833770,-0.00000000
441.769469,-0.00000000
441.705168,-0.00000000
441.640867,-0.00000000
441.576566,-0.00000000
441.512265,-0.00000000
441.447964,-0.00000000
441.383663,-0.00000000
441.319362,-0.00000000
441.255061,-0.00000000
441.190760,-0.00000000
441.126459,-0.00000000
441.062158,-0.00000000
440.997857,-0.00000000
440.933556,-0.00000000
440.869255,-0.00000000
440.804954,-0.00000000
440.740653,-0.00000000
440.676352,-0.00000000
440.612050,-0.00000000
440.547749,-0.00000000
440.483448,-0.00000000
440.419147,-0.00000000
440.354846,-0.00000000
440.290545,-0.00000000
440.226244,-0.00000000
440.161943,-0.00000000
440.097642,-0.00000000
440.033341,-0.00000000
439.969040,-0.00000000
439.904739,-0.00000000
439.840438,-0.00000000
439.776137,-0.00000000
439.711836,-0.00000000
439.647535,-0.00000000
439.583234,-0.00000000
439.518933,-0.00000000
439.454632,-0.00000000
439.390331,-0.00000000
439.326030,-0.00000000
439.261729,-0.00000000
439.197428,-0.00000000
439.133127,-0.00000000
439.068826,-0.00000000
439.004525,-0.00000000
438.940224,-0.00000000
438.875923,-0.00000000
438.811622,-0.00000000
438.747321,-0.00000000
438.683020,-0.00000000
438.618719,-0.00000000
438.554418,-0.00000000
438.490117,-0.00000000
438.425816,-0.00000000
438.361515,-0.00000000
438.297214,-0.00000000
438.232913,-0.00000000
438.168612,-0.00000000
438.104311,-0.00000000
438.040010,-0.00000000
437.975709,-0.00000000
437.911407,-0.00000000
437.847106,-0.00000000
437.782805,-0.00000000
437.718504,-0.00000000
437.654203,-0.00000000
437.589902,-0.00000000
437.525601,-0.00000000
437.461300,-0.00000000
437.396999,-0.00000000
437.332698,-0.00000000
437.268397,-0.00000000
437.204096,-0.00000000
437.139795,-0.00000000
437.075494,-0.00000000
437.011193,-0.00000000
436.946892,-0.00000000
436.882591,-0.00000000
436.818290,-0.00000000
436.753989,-0.00000000
436.689688,-0.00000000
436.625387,-0.00000000
436.561086,-0.00000000
436.496785,-0.00000000
436.432484,-0.00000000
436.368183,-0.00000000
436.303882,-0.00000000
436.239581,-0.00000000
436.175280,-0.00000000
436.110979,-0.00000000
436.046678,-0.00000000
435.982377,-0.00000000
435.918076,-0.00000000
435.853775,-0.00000000
435.789474,-0.00000000
435.725173,-0.00000000
435.660872,-0.00000000
435.596571,-0.00000000
435.532270,-0.00000000
435.467969,-0.00000000
435.403668,-0.00000000
435.339367,-0.00000000
435.275065,-0.00000000
435.210764,-0.00000000
435.146463,-0.00000000
435.082162,-0.00000000
435.017861,-0.00000000
434.953560,-0.00000000
434.889259,-0.00000000
434.824958,-0.00000000
434.760657,-0.00000000
434.696356,-0.00000000
434.632055,-0.00000000
434.567754,-0.00000000
434.503453,-0.00000000
434.439152,-0.00000000
434.374851,-0.00000000
434.310550,-0.00000000
434.246249,-0.00000000
434.181948,-0.00000000
434.117647,-0.00000000
434.053346,-0.00000000
433.989045,-0.00000000
433.924744,-0.00000000
433.860443,-0.00000000
433.796142,-0.00000000
433.731841,-0.00000000
433.667540,-0.00000000
433.603239,-0.00000000
433.538938,-0.00000000
433.474637,-0.00000000
433.410336,-0.00000000
433.346035,-0.00000000
433.281734,-0.00000000
433.217433,-0.00000000
433.153132,-0.00000000
433.088831,-0.00000000
433.024530,-0.00000000
432.960229,-0.00000000
432.895928,-0.00000000
432.831627,-0.00000000
432.767326,-0.00000000
432.703025,-0.00000000
432.638724,-0.00000000
432.574422,-0.00000000
432.510121,-0.00000000
432.445820,-0.00000000
432.381519,-0.00000000
432.317218,-0.00000000
432.252917,-0.00000000
432.188616,-0.00000000
432.124315,-0.00000000
432.060014,-0.00000000
431.995713,-0.00000000
431.931412,-0.00000000
431.867111,-0.00000000
431.802810,-0.00000000
431.738509,-0.00000000
431.674208,-0.00000000
431.609907,-0.00000000
